Nume Uat,Cnt Name,Nume Regiune,Rang,Judet,Regiune,TIP,Pop 1Ian2020
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud  - Muntenia,V,52,3,23,
,,Sud-Vest - Oltenia,V,16,4,10,
,,Sud-Vest - Oltenia,V,16,4,10,
,,Sud-Vest - Oltenia,V,16,4,10,
,,Sud-Vest - Oltenia,V,16,4,10,
,,Sud-Vest - Oltenia,V,16,4,10,
,,Sud-Vest - Oltenia,V,18,4,10,
,,Sud-Vest - Oltenia,V,18,4,10,
,,Sud-Vest - Oltenia,V,18,4,10,
,,Sud-Vest - Oltenia,V,18,4,10,
,,Sud-Vest - Oltenia,V,18,4,10,
,,Sud-Vest - Oltenia,V,18,4,10,
,,Sud-Vest - Oltenia,V,18,4,10,
,,Sud-Vest - Oltenia,V,18,4,10,
,,Sud-Vest - Oltenia,V,18,4,10,
,,Sud-Vest - Oltenia,V,18,4,10,
,,Sud-Vest - Oltenia,V,18,4,10,
,,Sud-Vest - Oltenia,V,18,4,10,
,,Sud-Vest - Oltenia,V,18,4,10,
,,Sud-Vest - Oltenia,V,25,4,10,
,,Sud-Vest - Oltenia,V,25,4,10,
,,Sud-Vest - Oltenia,V,25,4,10,
,,Sud-Vest - Oltenia,V,28,4,10,
,,Sud-Vest - Oltenia,V,38,4,10,
,,Sud-Vest - Oltenia,V,38,4,10,
,,Sud-Vest - Oltenia,V,38,4,10,
,,Sud-Vest - Oltenia,V,38,4,10,
,,Sud-Vest - Oltenia,V,38,4,10,
,,Sud-Vest - Oltenia,V,38,4,10,
,,Sud-Vest - Oltenia,V,38,4,10,
,,Sud-Vest - Oltenia,V,38,4,10,
,,Sud-Vest - Oltenia,V,38,4,10,
,,Sud-Vest - Oltenia,V,38,4,10,
,,Sud-Vest - Oltenia,V,38,4,10,
,,Sud-Vest - Oltenia,V,38,4,10,
,,Sud-Vest - Oltenia,V,16,4,11,
,,Sud-Vest - Oltenia,V,16,4,11,
,,Sud-Vest - Oltenia,V,16,4,11,
,,Sud-Vest - Oltenia,V,16,4,11,
,,Sud-Vest - Oltenia,V,16,4,11,
,,Sud-Vest - Oltenia,V,16,4,11,
,,Sud-Vest - Oltenia,V,16,4,11,
,,Sud-Vest - Oltenia,V,18,4,11,
,,Sud-Vest - Oltenia,V,18,4,11,
,,Sud-Vest - Oltenia,V,18,4,11,
,,Sud-Vest - Oltenia,V,38,4,11,
,,Sud-Vest - Oltenia,V,38,4,11,
,,Sud-Vest - Oltenia,V,38,4,11,
,,Sud-Vest - Oltenia,V,38,4,11,
,,Sud-Vest - Oltenia,V,18,4,18,
,,Sud-Vest - Oltenia,V,18,4,18,
,,Sud-Vest - Oltenia,V,25,4,18,
,,Sud-Vest - Oltenia,V,25,4,18,
,,Sud-Vest - Oltenia,V,25,4,18,
,,Sud-Vest - Oltenia,V,25,4,18,
,,Sud-Vest - Oltenia,V,25,4,18,
,,Sud-Vest - Oltenia,V,25,4,18,
,,Sud-Vest - Oltenia,V,28,4,18,
,,Sud-Vest - Oltenia,V,28,4,18,
,,Sud-Vest - Oltenia,V,28,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,38,4,18,
,,Sud-Vest - Oltenia,V,16,4,19,
,,Sud-Vest - Oltenia,V,16,4,19,
,,Sud-Vest - Oltenia,V,16,4,19,
,,Sud-Vest - Oltenia,V,16,4,19,
,,Sud-Vest - Oltenia,V,16,4,19,
,,Sud-Vest - Oltenia,V,16,4,19,
,,Sud-Vest - Oltenia,V,16,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,18,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,25,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,28,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,38,4,19,
,,Sud-Vest - Oltenia,V,16,4,22,
,,Sud-Vest - Oltenia,V,16,4,22,
,,Sud-Vest - Oltenia,V,16,4,22,
,,Sud-Vest - Oltenia,V,16,4,22,
,,Sud-Vest - Oltenia,V,16,4,22,
,,Sud-Vest - Oltenia,V,16,4,22,
,,Sud-Vest - Oltenia,V,16,4,22,
,,Sud-Vest - Oltenia,V,16,4,22,
,,Sud-Vest - Oltenia,V,16,4,22,
,,Sud-Vest - Oltenia,V,16,4,22,
,,Sud-Vest - Oltenia,V,16,4,22,
,,Sud-Vest - Oltenia,V,16,4,22,
,,Sud-Vest - Oltenia,V,25,4,22,
,,Sud-Vest - Oltenia,V,25,4,22,
,,Sud-Vest - Oltenia,V,28,4,22,
,,Sud-Vest - Oltenia,V,28,4,22,
,,Sud-Vest - Oltenia,V,28,4,22,
,,Sud-Vest - Oltenia,V,28,4,22,
,,Sud-Vest - Oltenia,V,28,4,22,
,,Sud-Vest - Oltenia,V,28,4,22,
,,Sud-Vest - Oltenia,V,28,4,22,
,,Sud-Vest - Oltenia,V,28,4,22,
,,Sud-Vest - Oltenia,V,28,4,22,
,,Sud-Vest - Oltenia,V,28,4,22,
,,Sud-Vest - Oltenia,V,28,4,22,
,,Sud-Vest - Oltenia,V,28,4,22,
,,Sud-Vest - Oltenia,V,38,4,22,
,,Sud-Vest - Oltenia,V,38,4,22,
,,Sud-Vest - Oltenia,V,38,4,22,
,,Sud-Vest - Oltenia,V,38,4,22,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
,,Sud-Vest - Oltenia,V,16,4,23,
